Age,Gender,Weight (kg),Height (m),Calories_Burned,Fat_Percentage,Daily meals frequency,Calories,Workout_Frequency (days/week)
51.52,Female,48.13,1.54,1447.2,24.016259764293142,2.98,1263.0,2.99
48.95,Female,84.83,1.68,1894.26,30.67213435548036,3.01,2508.0,3.99
26.01,Male,77.02,1.63,1059.3,31.4042794570477,1.99,1814.0,2.02
55.1,Male,76.24,1.73,1071.14,27.13738748616739,3.0,1914.0,2.99
28.99,Female,95.71,1.86,422.4,29.33246697797093,3.01,2349.0,2.03
26.94,Female,57.75,1.79,1235.36,24.618816942478155,1.99,1445.0,1.97
56.2,Male,53.03,1.64,1466.42,19.43834967097678,2.98,1438.0,3.0
39.81,Female,57.89,1.98,1370.51,19.303080760277982,2.98,1559.0,3.02
58.88,Male,86.92,1.76,1082.99,29.59582664567281,3.01,2342.0,3.04
29.23,Male,86.72,1.62,1171.8,31.99715206657662,1.98,2315.0,3.98
52.88,Female,55.57,1.55,1071.62,27.94500841082944,2.01,1531.0,4.02
51.8,Female,63.59,1.62,933.66,27.37095853048958,3.99,1905.0,4.02
30.03,Male,61.63,1.52,1843.63,28.760613710840893,3.02,1722.0,3.99
55.83,Male,109.43,1.66,936.78,35.0,2.99,2815.0,3.02
51.3,Male,63.68,1.8,1166.4,24.30861911589524,2.01,1718.0,3.99
57.34,Female,68.94,1.56,1574.17,30.85687913092074,3.01,1896.0,4.0
36.87,Female,87.65,1.69,1410.71,35.0,3.02,2389.0,4.97
42.46,Female,96.11,1.86,844.8,28.207676580139644,3.01,2357.0,1.98
19.96,Female,44.95,1.61,957.46,21.393868039296947,2.98,1296.0,1.99
58.17,Female,75.16,1.75,1080.08,26.4375109581133,4.02,1962.0,2.01
22.23,Female,78.99,1.7,1458.0,30.328192215001632,1.98,2303.0,4.01
23.98,Male,67.98,1.56,1877.52,28.60805487802517,2.01,1752.0,3.02
49.62,Male,64.69,1.78,1533.75,22.12471525334909,3.0,1742.0,4.01
18.95,Male,71.77,1.94,835.9,19.76480562603988,2.99,1901.0,3.0
50.36,Male,86.69,1.6,762.3,31.890282941938224,2.03,2375.0,2.02
22.85,Male,60.84,1.62,1652.33,24.414564245353,3.0,1833.0,4.98
51.33,Female,61.75,1.71,753.77,23.026123322112607,3.0,1619.0,2.0
30.8,Male,76.41,1.62,1492.88,29.69093132678049,2.01,1962.0,3.99
49.28,Female,116.26,1.91,1217.71,34.026208061650195,3.01,3082.0,2.0
54.54,Male,118.37,1.72,678.83,34.10184489399113,3.01,3305.0,3.01
56.33,Male,79.18,1.62,979.2,28.066915371541363,3.02,2199.0,4.01
32.81,Male,106.44,1.6,1003.3,35.0,2.98,3021.0,3.98
32.95,Male,68.41,1.75,554.4,27.00785083434661,1.99,1885.0,2.0
31.25,Male,75.23,1.93,583.04,22.38287833215903,3.01,1869.0,2.0
56.55,Female,93.64,1.66,1346.4,34.56247730119334,3.03,2450.0,2.02
56.81,Male,122.26,1.89,1121.75,32.54373082126851,2.99,3111.0,3.03
35.24,Male,44.13,1.62,689.7,18.631539474081382,2.0,1289.0,2.01
24.03,Male,72.26,1.76,757.49,22.423448835621542,2.0,2030.0,3.0
41.96,Male,42.13,1.74,687.65,16.201476136805933,2.0,1180.0,3.02
23.07,Female,78.47,1.73,1061.05,27.68003437805997,3.01,2145.0,4.01
57.81,Female,59.8,1.58,2297.81,22.01495803870056,4.0,1858.0,3.98
19.97,Male,74.9,1.58,1000.06,33.39178277177167,4.0,2059.0,2.99
29.74,Female,114.01,1.91,1256.16,35.0,3.01,3143.0,2.99
45.07,Female,47.69,1.64,1346.62,21.0251007779294,2.99,1476.0,3.96
29.3,Male,95.83,1.86,423.17,29.38495474438765,3.0,2486.0,2.0
20.96,Female,76.11,1.65,1084.8,30.829093940933223,4.0,1971.0,3.0
51.55,Male,70.89,1.72,1258.65,24.57222720264149,2.99,1990.0,3.02
32.03,Female,96.6,1.96,1479.6,26.31337852199997,3.0,2539.0,3.01
59.11,Male,75.22,1.77,1274.84,26.8638550831642,3.01,1964.0,2.98
35.91,Female,95.88,1.86,904.2,25.147470716620344,4.01,2432.0,3.01
36.09,Male,121.3,1.93,1976.7,29.401118754701507,2.98,3281.0,3.01
21.91,Female,110.23,1.92,1262.55,27.25065500692417,1.99,2935.0,3.04
36.0,Female,69.69,1.65,805.93,25.23556053526486,2.02,1839.0,2.99
25.11,Female,49.68,1.98,1518.0,17.836280076894198,4.01,1341.0,2.99
51.99,Male,86.3,1.74,2142.75,29.087896837006703,3.01,2230.0,3.99
58.73,Male,126.47,1.69,1489.65,35.0,3.0,3275.0,3.01
51.48,Female,63.98,1.8,1398.03,25.18065964661037,2.03,1855.0,3.99
25.26,Female,41.6,1.62,1609.2,19.463047115532284,2.0,1160.0,3.99
44.86,Male,114.12,1.71,548.3,35.0,3.02,3184.0,2.0
52.09,Female,85.15,1.74,2161.17,28.598304568280152,3.02,2272.0,3.99
42.21,Male,53.63,1.72,1648.59,20.4516501155878,2.99,1555.0,2.98
29.85,Female,62.12,1.52,2547.36,27.319291129972324,3.02,1927.0,4.04
43.1,Male,66.71,1.77,1064.71,25.625954744597045,3.0,2024.0,4.02
36.97,Male,73.28,1.69,356.4,28.099571521058657,2.01,1841.0,2.02
51.89,Female,68.07,1.63,1179.17,28.35857342023022,2.01,2018.0,3.02
33.22,Male,55.72,1.6,2059.2,23.849502305834378,3.01,1788.0,3.96
35.09,Male,77.23,1.67,1076.1,29.328203240762548,2.0,2077.0,4.0
37.06,Male,69.65,1.5,607.75,32.19593414794794,2.99,1965.0,2.02
41.24,Female,71.35,1.96,628.63,22.23371288911358,2.02,2006.0,1.99
30.91,Male,79.28,1.71,1440.0,30.82891909874423,3.01,2226.0,3.99
42.42,Female,69.74,1.87,1317.39,24.194960061408924,3.0,1872.0,2.97
47.87,Female,83.62,1.82,1976.0,25.91943140415415,3.0,2283.0,4.97
39.95,Female,106.43,1.65,956.0,35.0,2.99,2949.0,4.0
28.93,Female,72.01,1.55,1582.68,33.31267796437749,3.0,1785.0,3.98
57.99,Female,50.27,1.67,1323.7,22.77247522902917,3.01,1510.0,4.01
40.73,Male,66.75,1.77,1170.22,22.157382261470666,4.01,1733.0,2.99
24.02,Female,61.6,1.79,2304.9,21.81078928549972,3.0,1815.0,4.0
22.93,Female,81.87,1.85,1248.0,20.529005528194418,1.99,2285.0,4.02
52.84,Male,52.67,1.57,1459.22,23.763714404751312,3.02,1361.0,3.01
51.15,Female,44.07,1.63,1156.56,20.69006322211905,4.02,1160.0,3.99
23.28,Female,57.34,1.71,834.5,23.00731241241097,3.0,1618.0,3.01
46.95,Male,60.65,1.76,1208.07,24.267391315219136,3.0,1842.0,5.02
24.52,Male,88.45,1.79,2060.78,25.35710572104735,3.03,2474.0,4.01
40.19,Male,63.76,2.0,1879.09,21.822713553262084,2.99,1674.0,4.03
54.79,Female,70.42,1.81,1585.32,24.317943561360423,2.0,1980.0,4.04
25.9,Female,54.07,1.65,1145.75,25.060268993815903,2.98,1374.0,4.01
29.62,Female,62.56,1.67,1346.4,25.501495461362776,2.99,1976.0,4.01
22.25,Female,42.46,1.56,1059.28,19.210983372702582,2.99,1396.0,3.01
25.87,Male,59.86,1.51,1324.98,25.867038541273857,3.99,1824.0,5.0
55.63,Male,108.0,1.73,792.66,35.0,3.01,2799.0,2.99
47.17,Male,66.59,1.75,1083.9,25.7045699488186,4.0,1722.0,3.03
49.96,Male,66.76,1.57,1108.8,27.444796850348173,1.99,1809.0,1.97
32.07,Male,68.68,1.92,938.05,21.41493861473903,4.02,1869.0,2.0
51.74,Male,57.75,1.56,1292.81,28.099092241601937,3.0,1809.0,3.99
52.1,Female,64.84,1.55,1380.6,30.76027194712904,1.98,1781.0,4.01
49.82,Female,71.23,1.55,651.79,29.321694391680733,4.0,1909.0,1.98
29.53,Male,120.11,1.96,799.33,31.00516808941242,3.0,3200.0,2.01
51.91,Female,66.26,1.6,1443.58,26.371043939876618,2.99,1907.0,4.03
53.62,Male,50.32,1.61,1785.92,25.124634770370182,1.99,1403.0,2.02
28.54,Female,69.55,1.58,1072.8,26.10312054793513,2.99,2093.0,2.96
37.69,Female,69.16,1.92,1405.17,20.76984843918502,1.98,2002.0,4.0
51.87,Female,73.78,1.64,1677.8,27.95980826807087,2.99,2337.0,3.02
58.33,Female,58.93,1.58,1546.78,23.23743138999927,4.0,1764.0,3.99
55.27,Female,129.77,1.73,847.77,35.0,3.99,3431.0,3.01
56.69,Female,68.88,1.56,1567.3,27.226386494977483,3.01,1974.0,3.98
45.95,Female,60.07,1.68,1102.16,24.33504637453722,1.99,1788.0,3.99
19.77,Male,92.06,1.94,1094.4,23.343250683210584,2.0,2431.0,2.99
51.77,Female,82.05,1.72,734.4,31.8145253769856,3.01,2148.0,3.99
43.0,Male,82.33,1.95,2246.4,22.69302869942051,4.01,2246.0,5.0
54.2,Female,71.0,1.57,1004.11,30.517984914091315,2.01,2050.0,2.99
22.38,Male,45.91,1.77,917.7,17.877092481666967,4.0,1238.0,3.0
26.05,Male,70.53,1.66,722.26,25.805969160667573,4.0,1967.0,3.01
35.57,Male,101.05,1.63,1087.02,35.0,2.99,2688.0,2.0
58.15,Male,75.66,1.78,1400.37,22.94096194851932,3.02,2088.0,4.02
44.63,Male,113.45,1.71,720.29,35.0,2.99,2947.0,2.03
26.1,Male,112.05,1.9,1233.08,29.551258555197226,1.98,2892.0,1.97
31.05,Male,49.29,1.51,1292.42,26.66068131880639,2.99,1314.0,2.02
31.34,Female,75.33,1.93,528.48,22.609491875899124,3.0,2155.0,1.99
58.93,Female,60.05,1.76,1801.97,23.3152166062726,3.0,1825.0,4.99
54.76,Female,91.96,1.79,946.37,32.106597120567145,2.98,2388.0,2.96
36.87,Male,73.59,1.74,1369.37,26.5676650426444,2.97,1850.0,3.0
30.68,Male,62.97,1.8,528.48,23.763243438748667,1.98,1634.0,1.99
36.86,Male,70.51,1.77,999.9,21.730673913012648,3.02,1961.0,1.97
22.01,Male,102.5,1.85,1418.43,28.259672744587785,3.99,2921.0,3.99
55.96,Female,125.59,1.86,1069.2,34.176344341729454,3.0,3443.0,3.02
57.93,Female,43.62,1.57,713.45,21.75694320258137,3.02,1241.0,3.0
48.85,Female,105.6,1.64,1585.32,35.0,2.99,2604.0,3.0
24.12,Female,63.01,1.79,1022.4,24.19339332580384,2.99,1774.0,3.99
26.22,Male,48.4,1.77,828.0,19.01883975577292,2.99,1465.0,2.98
38.09,Female,90.96,1.77,969.76,27.31436080146914,2.99,2448.0,2.03
49.12,Female,79.68,1.72,957.0,25.351828487775567,2.99,1928.0,2.99
41.91,Male,72.96,1.63,628.63,30.69804326357793,3.0,1939.0,3.0
37.88,Female,44.94,1.68,972.02,21.575904793315534,3.0,1040.0,2.99
55.89,Female,55.24,1.53,1482.0,27.76671819716961,2.98,1640.0,5.01
25.19,Female,120.18,1.83,996.74,34.48645610864636,3.01,2976.0,2.97
38.44,Female,81.15,1.71,1580.8,27.055688775625395,1.99,2218.0,4.97
28.89,Female,105.68,1.81,1392.04,31.96787669283093,2.02,2799.0,4.02
21.19,Female,60.55,1.7,2308.45,23.26223972571927,4.01,1700.0,4.98
58.08,Male,65.64,1.63,806.4,24.58480699026901,3.0,1824.0,3.02
23.08,Female,57.01,1.55,993.6,25.21123386496662,3.0,1829.0,4.02
55.74,Female,55.79,1.92,443.41,19.19531779482794,2.0,1645.0,3.04
33.79,Female,68.94,1.5,1315.2,29.790040863717863,2.0,1910.0,4.01
22.22,Female,107.49,1.74,877.8,35.0,2.99,2875.0,2.01
21.4,Male,62.81,1.54,742.84,27.48104711804177,2.98,1733.0,4.01
35.15,Male,58.18,1.66,1571.57,26.0094484499221,2.99,1518.0,2.99
29.27,Female,48.58,1.57,1278.93,22.57404763774665,2.0,1312.0,3.01
41.47,Male,73.77,1.63,640.72,27.47686498725673,3.0,1934.0,3.01
39.76,Female,55.23,1.61,1209.93,24.87886300379717,2.0,1493.0,4.02
22.02,Male,39.53,1.56,1036.8,19.12153168172745,3.0,1091.0,4.0
52.04,Male,70.67,1.72,1392.04,21.7415996085088,3.0,2090.0,3.0
26.39,Female,89.11,1.64,2119.33,31.108099435745384,2.0,2411.0,3.98
53.04,Male,45.04,1.79,1435.2,20.35473515638595,2.98,1147.0,3.0
25.74,Male,47.97,1.77,1504.8,20.145273645276284,3.02,1173.0,3.0
59.04,Female,51.11,1.95,949.54,20.68753328439088,2.99,1413.0,3.01
57.42,Female,79.18,1.62,718.8,27.921709774024787,2.99,2239.0,4.02
44.3,Female,65.23,1.8,722.04,23.764155895241075,2.99,1826.0,2.01
53.24,Female,61.29,1.63,484.44,28.9906912122868,2.97,1683.0,3.0
30.08,Female,62.74,1.92,994.4,18.844557523523264,2.0,1733.0,2.04
39.13,Male,107.56,1.88,623.1,32.21809786720954,3.01,2756.0,1.99
51.98,Male,84.61,1.85,1439.9,26.17569525699584,2.01,2381.0,1.95
30.95,Female,53.77,1.64,564.3,23.990351606391368,3.0,1210.0,3.0
47.49,Male,73.56,1.59,1297.08,28.948006347416268,3.98,1947.0,3.0
24.13,Female,50.8,1.67,1185.8,21.68016137177449,2.01,1444.0,2.97
58.43,Female,49.8,1.95,1305.61,19.721959322950788,2.98,1573.0,3.02
36.28,Female,100.13,1.99,1324.19,27.61137341843422,2.99,2723.0,2.99
24.85,Female,41.14,1.62,1412.38,19.41885395337072,2.01,1219.0,4.01
40.78,Male,120.67,1.67,811.8,35.0,1.99,3046.0,2.02
48.73,Female,77.45,1.61,998.4,32.94312845387982,4.03,2129.0,3.0
44.88,Female,65.26,1.68,508.66,26.026977758484644,2.0,1649.0,3.01
41.24,Male,120.86,1.67,729.74,35.0,1.98,3053.0,1.98
53.9,Female,76.29,1.61,1858.1,30.01571558781159,3.02,2025.0,4.01
58.68,Female,90.08,1.62,1890.75,35.0,2.99,2419.0,3.02
22.11,Male,96.58,1.63,981.65,35.0,3.01,2683.0,3.99
35.97,Male,59.86,1.75,1185.8,23.540555761463285,1.99,1605.0,3.01
49.91,Male,73.9,1.55,883.5,33.43074877405543,2.0,2242.0,3.03
54.94,Male,49.36,1.76,1268.35,24.57447779622633,3.01,1264.0,1.97
54.21,Male,85.78,1.93,2024.1,22.71968622284973,1.99,2589.0,5.02
37.31,Male,123.75,1.76,989.1,35.0,3.0,3059.0,2.0
50.22,Male,70.53,1.55,642.4,32.452111539046875,3.98,1858.0,2.02
38.1,Female,49.3,1.51,1107.79,23.32727738070072,2.0,1245.0,2.99
39.09,Male,54.73,1.59,1915.6,27.09657760641521,2.99,1542.0,3.0
38.06,Female,50.01,1.51,830.09,26.592214457947787,2.01,1368.0,3.02
44.74,Female,78.18,1.97,1135.2,21.59031377943309,4.01,2015.0,3.01
28.91,Male,69.51,1.72,1427.98,26.20150455600877,1.98,1943.0,3.97
28.6,Female,71.97,1.67,1576.8,25.815050772844188,2.0,2099.0,3.99
40.31,Female,55.77,1.79,2094.3,21.6698221536001,2.98,1559.0,5.0
42.18,Male,65.14,1.71,1022.4,25.283065612575854,2.02,1726.0,2.98
19.71,Female,111.47,1.93,734.4,29.860246941249702,3.0,2873.0,3.99
40.29,Female,52.25,1.66,906.44,22.041136912587746,3.0,1607.0,2.98
22.09,Male,48.1,1.76,1808.4,19.23412317904888,2.99,1369.0,4.04
41.77,Female,56.58,1.53,1299.41,22.31653224188428,1.99,1436.0,3.0
49.23,Female,46.4,1.74,1191.39,19.865172305366738,4.0,1237.0,2.97
43.15,Male,113.36,1.83,1044.0,33.361434021039656,2.99,3079.0,3.99
39.63,Female,69.51,1.51,915.16,33.970815851364975,3.98,2057.0,3.03
24.11,Male,51.37,1.67,640.78,23.555403338860376,1.99,1473.0,3.03
55.71,Male,88.76,1.85,1630.29,30.06717147407572,2.03,2461.0,4.02
27.87,Female,76.46,1.63,835.9,29.651828512907148,2.02,2143.0,3.02
33.04,Female,116.75,1.61,1360.73,35.0,3.01,2973.0,2.99
31.18,Female,86.99,1.76,936.0,30.743271254350283,1.98,2356.0,2.99
27.28,Female,108.41,1.8,1849.54,35.0,1.99,2936.0,3.95
30.07,Male,51.43,1.74,1035.94,21.746173660471584,2.99,1263.0,3.01
50.96,Male,44.72,1.63,1156.56,18.763760158395133,3.99,1278.0,4.0
49.59,Female,87.07,1.6,507.74,33.23872358446252,2.02,2503.0,2.01
46.42,Female,62.7,1.54,1255.8,28.36450031141668,1.99,1597.0,4.0
24.9,Male,120.16,1.83,1017.6,32.13504816135293,3.01,3056.0,2.98
49.98,Male,89.68,1.7,534.11,30.374752509342464,4.0,2456.0,2.01
48.84,Female,83.85,1.87,1691.01,21.604544056493523,4.02,2201.0,4.02
50.14,Male,55.15,1.55,1912.13,26.1967011236239,2.99,1536.0,4.02
56.5,Male,109.32,1.66,1404.0,35.0,3.0,3037.0,2.99
41.86,Female,48.52,1.5,1107.68,23.556777912257967,2.99,1385.0,2.98
33.31,Male,54.1,1.52,896.78,28.2015056567285,2.0,1440.0,2.01
49.99,Male,70.48,1.55,883.3,30.816870191846338,4.02,1921.0,2.01
43.04,Male,40.19,1.74,1436.4,18.61323217021108,1.98,1096.0,3.0
26.11,Male,127.75,1.73,1162.66,35.0,3.0,3445.0,3.04
41.11,Female,120.4,1.67,810.32,35.0,2.01,3139.0,2.01
33.1,Male,45.49,1.5,910.8,19.948611535436488,3.01,1165.0,2.98
18.0,Female,126.93,1.67,1927.2,35.0,3.0,3238.0,2.97
22.71,Female,43.34,1.62,520.14,17.760348936694733,2.98,1370.0,2.01
18.18,Female,62.53,1.85,880.3,20.75101951561031,2.01,1565.0,3.03
27.78,Male,79.59,1.59,1981.65,32.744197217399254,2.0,2014.0,3.03
20.21,Male,110.53,1.94,727.81,33.448085936662004,3.03,2994.0,3.99
39.56,Male,72.44,1.6,862.08,27.12645308353581,4.0,2035.0,3.02
20.95,Female,66.32,1.61,1266.14,24.19714120268577,3.01,1635.0,2.99
43.87,Male,59.2,1.52,1654.87,27.63274181680983,2.01,1818.0,4.97
22.29,Male,48.44,1.76,1480.83,21.505659890892463,3.0,1579.0,3.99
58.78,Male,65.76,1.52,1006.32,30.195598911574983,3.0,1943.0,3.0
59.03,Male,87.27,1.77,1218.37,29.02096327472965,3.0,2510.0,3.0
48.75,Female,105.34,1.64,1152.96,35.0,3.02,2633.0,3.0
30.37,Female,121.14,1.96,441.4,29.33848149632662,3.01,3176.0,2.02
30.88,Male,62.24,1.64,2189.58,27.376175362436467,4.01,1837.0,3.99
35.83,Female,58.89,1.75,653.4,24.838509295677174,1.99,1597.0,2.99
56.73,Male,78.89,1.62,1318.9,26.374626168498104,3.01,2275.0,3.99
31.85,Female,126.2,1.83,1198.8,35.0,2.98,3310.0,2.99
33.07,Male,67.74,1.75,560.49,25.55603473328817,1.99,1795.0,1.97
22.0,Male,102.48,1.84,907.2,29.67604903889281,3.0,2815.0,2.99
23.72,Female,67.61,1.56,1531.04,27.653251785078645,2.0,1873.0,2.97
18.22,Male,69.88,1.62,1145.04,27.75473393245593,3.0,1913.0,2.0
58.94,Male,60.0,1.76,2013.95,19.362323341265093,2.98,1833.0,5.0
18.47,Female,73.05,1.55,841.5,33.4118340900005,2.02,2135.0,3.02
52.97,Female,52.4,1.74,1610.4,21.758711404872592,3.99,1468.0,3.01
49.06,Male,60.82,1.87,822.17,21.97792810062352,2.0,1708.0,3.99
32.85,Female,53.41,1.66,1512.5,23.054878634956,3.03,1510.0,3.01
41.22,Male,66.26,1.74,1338.93,24.89788618078516,3.0,1778.0,3.03
52.75,Female,65.1,1.55,1830.4,30.734514163510408,2.01,1841.0,4.01
44.66,Male,44.59,1.65,951.26,18.36837937465511,3.0,1199.0,2.99
36.01,Female,100.29,1.99,1592.84,26.988430375012275,3.02,2675.0,2.99
30.09,Male,62.53,1.67,735.01,25.112938884029,2.99,1759.0,4.02
54.35,Female,54.77,1.75,1219.2,23.185995771522936,4.02,1426.0,3.99
25.61,Female,76.74,1.79,1533.75,27.7506082409121,2.0,2066.0,3.0
42.78,Male,41.1,1.74,1072.8,18.25985345441151,1.99,1028.0,3.0
43.13,Male,64.86,1.66,1944.8,27.873173089921416,2.02,1919.0,4.03
21.88,Female,102.97,1.84,901.5,31.423961897117184,3.01,2667.0,3.0
18.81,Male,59.12,1.57,1281.17,26.971442677458064,3.0,1847.0,5.0
18.11,Female,64.4,1.82,1305.71,23.582808182752228,4.0,1670.0,3.0
57.09,Male,76.0,1.62,683.1,30.47106182412461,3.0,2264.0,3.02
41.66,Male,79.72,1.93,1078.46,25.19972903890552,3.98,2173.0,1.98
36.67,Female,72.73,1.76,1595.87,21.525905784034407,2.02,2088.0,2.98
52.66,Female,82.67,1.72,1099.76,27.836699348341625,3.01,2278.0,4.02
44.89,Female,59.54,1.51,1240.97,28.73942842090004,3.0,1867.0,3.98
26.02,Male,60.06,1.51,2416.7,25.59489792153777,4.0,1699.0,4.99
23.44,Male,65.37,1.62,1809.91,24.9600953393505,2.0,1809.0,3.0
53.01,Male,67.33,1.7,763.2,22.96059060181883,2.98,1764.0,4.04
41.61,Female,63.46,1.98,1371.66,20.623301308237128,2.98,1904.0,4.0
43.62,Female,69.83,1.75,1020.63,23.214636643169285,3.01,1816.0,2.99
39.13,Male,42.39,1.75,744.44,17.272203023221476,2.01,1085.0,2.02
35.3,Male,101.63,1.76,547.3,34.25133733052527,3.0,2620.0,2.0
39.28,Male,105.64,1.99,978.32,28.58314724246149,3.99,2703.0,1.99
47.86,Male,71.74,1.64,1576.8,25.74916656098036,2.99,2045.0,4.01
35.73,Female,58.64,1.75,1210.0,21.894198906670645,1.97,1585.0,3.02
34.48,Male,110.36,1.86,1407.08,33.21240991516274,2.99,2803.0,2.01
28.14,Male,69.51,1.58,1615.95,29.39836066890745,2.97,1806.0,3.01
21.68,Male,101.86,1.84,1650.0,31.012032337940305,3.0,2805.0,2.98
56.31,Male,125.53,1.8,920.83,35.0,2.0,3247.0,3.97
31.81,Female,90.2,1.92,2745.6,24.718582477109187,4.01,2457.0,4.03
46.85,Male,43.37,1.62,514.33,24.420993459580657,4.01,1227.0,3.0
29.73,Female,85.62,1.95,2316.6,20.35634474582952,4.02,2553.0,4.98
35.03,Female,62.66,1.63,1000.8,25.51580075269024,2.0,1804.0,4.01
38.43,Male,56.23,1.6,586.33,20.476792761475167,2.0,1519.0,1.98
49.23,Female,78.78,1.72,963.6,26.493085748830968,2.99,2255.0,2.99
25.11,Male,63.22,1.65,1064.8,22.89348077140217,3.98,1551.0,3.01
27.7,Female,66.19,1.9,1039.34,23.176340082616328,4.03,1766.0,2.97
52.3,Female,48.27,1.54,964.0,23.93440806053681,3.0,1396.0,3.0
20.76,Male,60.21,1.7,2293.2,21.02172981110715,4.01,1793.0,5.01
40.74,Female,50.02,1.8,1055.12,19.322505461294828,3.0,1411.0,4.01
50.02,Male,51.34,1.98,1135.33,17.419451278592984,2.0,1459.0,2.01
56.06,Male,50.32,1.7,1266.05,23.105321849802547,3.02,1339.0,1.98
49.93,Female,55.45,1.55,2645.5,25.24132597988899,3.0,1680.0,4.03
31.89,Female,67.89,1.92,1258.4,21.88431195897384,3.99,1860.0,1.98
47.21,Male,43.11,1.62,504.44,21.309361859044213,4.01,1086.0,2.99
42.94,Male,52.9,1.59,980.99,26.545620391226493,3.0,1479.0,2.05
38.42,Male,50.0,1.51,1515.25,28.237561390196944,2.01,1417.0,3.0
18.8,Female,86.44,1.85,1930.5,23.48365107916818,3.01,2370.0,4.0
50.16,Male,68.25,1.75,823.55,22.17751432670845,2.02,1704.0,2.99
23.07,Male,87.17,1.91,2166.16,22.7878028390676,2.0,2387.0,4.97
28.01,Male,128.08,1.86,748.8,35.0,3.01,3476.0,3.99
18.02,Male,51.05,1.53,928.8,22.96693357355401,3.01,1377.0,3.02
53.69,Female,66.49,1.74,1090.21,24.528001244108616,2.0,1671.0,1.99
38.03,Male,56.22,1.6,1162.57,21.38485358028496,4.0,1610.0,4.03
49.19,Male,81.08,1.83,2057.62,23.42293382235751,2.01,2414.0,5.01
35.96,Male,55.88,1.95,1425.6,20.030855291149063,3.0,1651.0,4.05
52.71,Female,56.39,1.79,1191.56,21.707928968908007,3.0,1814.0,5.01
20.03,Male,76.82,1.73,1335.51,25.65061343525628,3.01,2310.0,4.01
34.31,Male,74.63,1.57,974.14,33.94111869973864,3.02,2050.0,3.01
42.72,Male,70.14,1.66,1195.72,23.63252857900602,2.98,1742.0,1.96
43.84,Male,61.91,1.55,1335.51,27.91211931011244,3.01,1741.0,3.99
29.03,Female,120.41,1.78,762.3,35.0,2.0,3184.0,1.99
49.01,Male,114.44,1.91,1684.96,33.04020109079233,3.0,2914.0,1.98
45.68,Male,72.63,1.87,1266.14,22.69756954079161,3.01,1988.0,4.0
37.69,Female,83.44,1.74,1295.8,24.10782349883544,3.02,2471.0,4.98
21.78,Female,78.48,1.7,1467.58,29.11516872956629,2.0,2191.0,3.99
21.04,Male,97.11,1.72,1513.88,34.778582824009824,3.99,2606.0,3.0
50.2,Male,67.52,1.75,589.6,24.32341566584532,2.01,1885.0,2.99
19.21,Male,111.0,1.91,870.41,29.7583071066068,2.01,2860.0,1.99
24.68,Female,78.22,1.55,369.94,31.20722145055405,2.01,1910.0,2.0
43.05,Male,83.54,1.95,2723.27,21.053179233180742,4.01,2396.0,5.0
57.31,Male,60.65,1.52,1393.2,25.838950349292176,2.01,1903.0,2.96
23.65,Male,86.61,1.74,1823.8,30.46211648369286,3.03,2335.0,4.0
18.44,Female,54.85,1.68,1382.4,22.985489896676,4.01,1635.0,4.03
56.15,Female,55.41,1.53,2224.71,28.70928867106655,2.98,1483.0,5.02
58.95,Male,50.3,1.95,699.6,18.416644780801164,3.01,1419.0,2.99
39.19,Female,63.79,1.57,1197.9,28.828779091727583,3.0,1683.0,2.02
34.67,Female,101.28,1.76,1029.44,28.286121617426858,3.01,2662.0,2.0
43.12,Female,72.98,1.59,866.17,32.123949540909905,3.0,1945.0,3.02
33.97,Male,92.29,1.76,897.03,33.566639781989224,4.01,2600.0,3.0
45.03,Female,45.38,1.65,951.26,18.40637053345065,3.0,1501.0,2.99
52.98,Male,55.83,1.55,1188.0,26.36511908441512,1.99,1828.0,3.99
57.02,Female,51.92,1.63,1556.3,20.66279610527276,3.99,1759.0,4.05
56.28,Female,58.57,1.86,783.49,21.14259532661268,2.99,1802.0,3.02
25.95,Female,77.3,1.62,1104.0,30.86143199627509,2.0,2262.0,3.0
26.94,Female,62.11,1.8,1303.58,22.7089430370786,3.01,1662.0,1.99
45.21,Male,50.79,1.79,495.9,20.012928672176507,3.0,1397.0,2.01
29.69,Female,50.91,1.74,1167.37,18.30798420928851,3.02,1497.0,2.99
29.83,Female,51.21,1.74,1167.37,19.106384865214384,3.0,1642.0,3.0
22.48,Male,79.25,1.53,1039.39,31.316547148927228,3.0,2167.0,2.99
39.74,Female,63.18,1.61,942.41,26.986402367921155,2.0,1807.0,2.98
29.97,Male,60.89,1.55,1726.32,30.07858987643776,3.03,1761.0,3.01
46.11,Male,54.38,1.72,601.15,20.795041764990664,1.98,1713.0,2.01
54.89,Female,62.88,1.7,1316.7,25.69229998394004,3.0,1609.0,2.99
32.77,Female,53.68,1.52,673.81,27.671620824409423,2.01,1389.0,2.0
39.15,Female,85.62,1.88,764.38,24.958223094771068,1.99,2285.0,2.02
45.13,Male,64.25,1.54,1955.4,28.017449441840863,2.98,1819.0,4.0
43.69,Male,125.06,1.85,1297.08,35.0,4.0,3419.0,3.98
42.09,Female,49.11,1.64,613.24,22.25829360809301,2.99,1289.0,3.01
58.37,Female,110.13,1.75,1009.8,33.54543773198779,3.01,2882.0,2.0
39.25,Female,68.57,1.64,1286.4,25.887678930112745,3.0,1978.0,2.97
